ElectricStorage.size_kw,ElectricStorage.size_kwh,ElectricStorage.initial_capital_cost,ElectricUtility.lifecycle_emissions_tonnes_PM25,ElectricUtility.lifecycle_emissions_tonnes_SO2,ElectricUtility.lifecycle_emissions_tonnes_NOx,ElectricUtility.lifecycle_emissions_tonnes_CO2,ElectricTariff.lifecycle_fixed_cost_after_tax,ElectricTariff.lifecycle_energy_cost_after_tax,Site.total_renewable_energy_fraction,Site.annual_emissions_tonnes_PM25,PV.size_kw,PV.annual_energy_produced_kwh,PV.lcoe_per_kwh,PV.lifecycle_om_cost_after_tax,Financial.lcc,Financial.lifecycle_om_costs_after_tax,Financial.lifecycle_capital_costs_plus_om_after_tax,Financial.lifecycle_emissions_cost_health,Financial.lifecycle_outage_cost,Financial.initial_capital_costs_after_incentives,Financial.lifecycle_storage_capital_costs,Financial.lifecycle_om_costs_before_tax,Financial.lifecycle_emissions_cost_climate,Financial.lifecycle_fuel_costs_after_tax,Financial.lifecycle_capital_costs,Financial.replacements_future_cost_after_tax,Financial.developer_om_and_replacement_present_cost_after_tax
118.06,162.83,122736.0,1.92,20.56,20.56,30245.98,50593.04,1364768.63,0.194933,0.09,381.9316,483557.69,0.0906,192558.0,3293786.4821,192558.415,535109.1605,54.56,0.0,308862.8414,123614.8063,240698.0188,1014543.3,0.0,342550.7455,91757.3673,226246.3191
118.11,162.9,122788.5,1.92,20.57,20.57,30258.72,50593.04,1365343.27,0.194933,0.09,382.0924,483761.8,0.0906,192639.0,3295152.0373,192639.4923,535334.4697,54.58,0.0,308992.8889,123666.8546,240799.3653,1014970.48,0.0,342694.9774,91796.002,226341.5807
118.16,162.97,122841.0,1.92,20.58,20.58,30271.45,50593.04,1365917.91,0.194933,0.09,382.2532,483964.96,0.0906,192721.0,3296517.5924,192720.5695,535559.7788,54.61,0.0,309122.9364,123718.903,240900.7119,1015397.65,0.0,342839.2093,91834.6367,226436.8423
118.21,163.04,122893.5,1.92,20.59,20.59,30284.19,50593.04,1366492.55,0.194933,0.09,382.414,484169.06,0.0906,192802.0,3297883.1475,192801.6467,535785.0879,54.63,0.0,309252.984,123770.9513,241002.0584,1015824.83,0.0,342983.4412,91873.2713,226532.1039
118.26,163.11,122946.0,1.93,20.6,20.6,30296.92,50593.04,1367067.19,0.194933,0.09,382.5748,484372.23,0.0906,192883.0,3299248.7027,192882.724,536010.397,54.65,0.0,309383.0315,123822.9997,241103.4049,1016252.01,0.0,343127.6731,91911.906,226627.3655
101.3,139.73,105320.0,1.65,17.65,17.65,25954.24,50593.04,1171115.15,0.194933,0.08,327.7375,414943.61,0.0906,165235.0,2833594.4021,165235.3894,459179.987,46.82,0.0,265036.8298,106074.5159,206544.2368,870584.95,0.0,293944.5976,78737.4798,194143.1572
118.3,163.18,122995.0,1.93,20.61,20.61,30309.66,50593.04,1367641.83,0.194933,0.09,382.7356,484575.4,0.0906,192964.0,3300614.2578,192963.8012,536235.7061,54.68,0.0,309513.079,123875.048,241204.7515,1016679.18,0.0,343271.905,91950.5407,226722.6272
118.35,163.24,123042.5,1.93,20.62,20.62,30322.39,50593.04,1368216.47,0.194933,0.09,382.8965,484779.5,0.0906,193045.0,3301979.8129,193044.8784,536461.0153,54.7,0.0,309643.1265,123927.0963,241306.098,1017106.36,0.0,343416.1369,91989.1754,226817.8888
118.4,163.31,123095.0,1.93,20.63,20.63,30335.13,50593.04,1368791.11,0.194933,0.09,383.0573,484982.67,0.0906,193126.0,3303345.3681,193125.9556,536686.3244,54.72,0.0,309773.174,123979.1447,241407.4445,1017533.53,0.0,343560.3687,92027.8101,226913.1504
118.45,163.38,123147.5,1.93,20.63,20.63,30347.87,50593.04,1369365.75,0.194933,0.09,383.2181,485186.77,0.0906,193207.0,3304710.9232,193207.0329,536911.6335,54.75,0.0,309903.2215,124031.193,241508.7911,1017960.71,0.0,343704.6006,92066.4447,227008.412
118.5,163.45,123200.0,1.93,20.64,20.64,30360.6,50593.04,1369940.39,0.194933,0.09,383.3789,485389.94,0.0906,193288.0,3306076.4783,193288.1101,537136.9426,54.77,0.0,310033.269,124083.2413,241610.1376,1018387.89,0.0,343848.8325,92105.0794,227103.6736
118.55,163.52,123252.5,1.93,20.65,20.65,30373.34,50593.04,1370515.03,0.194933,0.09,383.5397,485594.04,0.0906,193369.0,3307442.0335,193369.1873,537362.2517,54.79,0.0,310163.3165,124135.2897,241711.4841,1018815.06,0.0,343993.0644,92143.7141,227198.9352
118.6,163.59,123305.0,1.93,20.66,20.66,30386.07,50593.04,1371089.67,0.194933,0.09,383.7005,485797.2,0.0906,193450.0,3308807.5886,193450.2645,537587.5609,54.81,0.0,310293.3641,124187.338,241812.8307,1019242.24,0.0,344137.2963,92182.3488,227294.1968
118.65,163.66,123357.5,1.93,20.67,20.67,30398.81,50593.04,1371664.31,0.194933,0.09,383.8613,486001.31,0.0906,193531.0,3310173.1437,193531.3418,537812.87,54.84,0.0,310423.4116,124239.3864,241914.1772,1019669.41,0.0,344281.5282,92220.9835,227389.4584
118.7,163.72,123405.0,1.93,20.68,20.68,30411.54,50593.04,1372238.95,0.194933,0.09,384.0222,486204.47,0.0906,193612.0,3311538.6989,193612.419,538038.1791,54.86,0.0,310553.4591,124291.4347,242015.5238,1020096.59,0.0,344425.7601,92259.6182,227484.72
118.75,163.79,123457.5,1.93,20.69,20.69,30424.28,50593.04,1372813.59,0.194933,0.09,384.183,486408.58,0.0906,193693.0,3312904.254,193693.4962,538263.4882,54.88,0.0,310683.5066,124343.483,242116.8703,1020523.77,0.0,344569.992,92298.2528,227579.9816
101.35,139.8,105372.5,1.65,17.66,17.66,25966.97,50593.04,1171689.79,0.194933,0.08,327.8983,415146.77,0.0906,165316.0,2834959.9573,165316.4666,459405.2961,46.84,0.0,265166.8773,106126.5642,206645.5833,871012.12,0.0,294088.8295,78776.1145,194238.4188
118.8,163.86,123510.0,1.93,20.69,20.69,30437.01,50593.04,1373388.23,0.194933,0.09,384.3438,486611.74,0.0906,193775.0,3314269.8091,193774.5735,538488.7973,54.91,0.0,310813.5541,124395.5314,242218.2168,1020950.94,0.0,344714.2239,92336.8875,227675.2432
118.85,163.93,123562.5,1.94,20.7,20.7,30449.75,50593.04,1373962.87,0.194933,0.09,384.5046,486815.85,0.0906,193856.0,3315635.3643,193855.6507,538714.1065,54.93,0.0,310943.6016,124447.5797,242319.5634,1021378.12,0.0,344858.4558,92375.5222,227770.5048
118.9,164.0,123615.0,1.94,20.71,20.71,30462.48,50593.04,1374537.51,0.194933,0.09,384.6654,487019.01,0.0906,193937.0,3317000.9194,193936.7279,538939.4156,54.95,0.0,311073.6491,124499.6281,242420.9099,1021805.3,0.0,345002.6877,92414.1569,227865.7665
118.95,164.07,123667.5,1.94,20.72,20.72,30475.22,50593.04,1375112.14,0.194933,0.09,384.8262,487223.11,0.0906,194018.0,3318366.4745,194017.8051,539164.7247,54.98,0.0,311203.6966,124551.6764,242522.2564,1022232.47,0.0,345146.9196,92452.7916,227961.0281
119.0,164.14,123720.0,1.94,20.73,20.73,30487.95,50593.04,1375686.78,0.194933,0.09,384.987,487426.28,0.0906,194099.0,3319732.0297,194098.8824,539390.0338,55.0,0.0,311333.7442,124603.7247,242623.603,1022659.65,0.0,345291.1515,92491.4262,228056.2897
119.05,164.2,123767.5,1.94,20.74,20.74,30500.69,50593.04,1376261.42,0.194933,0.09,385.1478,487629.45,0.0906,194180.0,3321097.5848,194179.9596,539615.3429,55.02,0.0,311463.7917,124655.7731,242724.9495,1023086.82,0.0,345435.3834,92530.0609,228151.5513
119.1,164.27,123820.0,1.94,20.75,20.75,30513.42,50593.04,1376836.06,0.194933,0.09,385.3087,487833.55,0.0906,194261.0,3322463.1399,194261.0368,539840.6521,55.04,0.0,311593.8392,124707.8214,242826.296,1023514.0,0.0,345579.6152,92568.6956,228246.8129
119.15,164.34,123872.5,1.94,20.76,20.76,30526.16,50593.04,1377410.7,0.194933,0.09,385.4695,488036.72,0.0906,194342.0,3323828.6951,194342.114,540065.9612,55.07,0.0,311723.8867,124759.8698,242927.6426,1023941.18,0.0,345723.8471,92607.3303,228342.0745
119.2,164.41,123925.0,1.94,20.76,20.76,30538.89,50593.04,1377985.34,0.194933,0.09,385.6303,488240.82,0.0906,194423.0,3325194.2502,194423.1913,540291.2703,55.09,0.0,311853.9342,124811.9181,243028.9891,1024368.35,0.0,345868.079,92645.965,228437.3361
119.25,164.48,123977.5,1.94,20.77,20.77,30551.63,50593.04,1378559.98,0.194933,0.09,385.7911,488443.99,0.0906,194504.0,3326559.8053,194504.2685,540516.5794,55.11,0.0,311983.9817,124863.9664,243130.3356,1024795.53,0.0,346012.3109,92684.5996,228532.5977
99.61,137.4,103563.5,1.62,17.35,17.35,25521.24,50593.04,1151577.41,0.194933,0.08,322.2698,408020.97,0.0906,162479.0,2787165.5276,162478.7637,451519.4769,46.04,0.0,260615.2144,104304.8723,203098.4546,856060.96,0.0,289040.7133,77423.9007,190904.2625
101.4,139.86,105420.0,1.65,17.66,17.66,25979.71,50593.04,1172264.43,0.194933,0.08,328.0591,415350.88,0.0906,165398.0,2836325.5124,165397.5439,459630.6053,46.87,0.0,265296.9248,106178.6126,206746.9298,871439.3,0.0,294233.0614,78814.7492,194333.6804
119.3,164.55,124030.0,1.94,20.78,20.78,30564.36,50593.04,1379134.62,0.194933,0.09,385.9519,488648.09,0.0906,194585.0,3327925.3605,194585.3457,540741.8885,55.14,0.0,312114.0292,124916.0148,243231.6822,1025222.7,0.0,346156.5428,92723.2343,228627.8593
119.35,164.62,124082.5,1.94,20.79,20.79,30577.1,50593.04,1379709.26,0.194933,0.09,386.1127,488851.26,0.0906,194666.0,3329290.9156,194666.423,540967.1977,55.16,0.0,312244.0767,124968.0631,243333.0287,1025649.88,0.0,346300.7747,92761.869,228723.1209
119.4,164.68,124130.0,1.94,20.8,20.8,30589.83,50593.04,1380283.9,0.194933,0.09,386.2735,489055.36,0.0906,194748.0,3330656.4707,194747.5002,541192.5068,55.18,0.0,312374.1243,125020.1115,243434.3752,1026077.06,0.0,346445.0066,92800.5037,228818.3825
119.45,164.75,124182.5,1.94,20.81,20.81,30602.57,50593.04,1380858.54,0.194933,0.09,386.4344,489258.52,0.0906,194829.0,3332022.0259,194828.5774,541417.8159,55.21,0.0,312504.1718,125072.1598,243535.7218,1026504.23,0.0,346589.2385,92839.1384,228913.6441
119.5,164.82,124235.0,1.95,20.82,20.82,30615.3,50593.04,1381433.18,0.194933,0.09,386.5952,489462.63,0.0906,194910.0,3333387.581,194909.6546,541643.125,55.23,0.0,312634.2193,125124.2081,243637.0683,1026931.41,0.0,346733.4704,92877.773,229008.9058
119.55,164.89,124287.5,1.95,20.82,20.82,30628.04,50593.04,1382007.82,0.194933,0.09,386.756,489665.79,0.0906,194991.0,3334753.1361,194990.7319,541868.4341,55.25,0.0,312764.2668,125176.2565,243738.4148,1027358.59,0.0,346877.7023,92916.4077,229104.1674
119.6,164.96,124340.0,1.95,20.83,20.83,30640.77,50593.04,1382582.46,0.194933,0.09,386.9168,489869.9,0.0906,195072.0,3336118.6913,195071.8091,542093.7433,55.27,0.0,312894.3143,125228.3048,243839.7614,1027785.76,0.0,347021.9342,92955.0424,229199.429
119.65,165.03,124392.5,1.95,20.84,20.84,30653.51,50593.04,1383157.1,0.194933,0.09,387.0776,490073.06,0.0906,195153.0,3337484.2464,195152.8863,542319.0524,55.3,0.0,313024.3618,125280.3532,243941.1079,1028212.94,0.0,347166.1661,92993.6771,229294.6906
119.7,165.1,124445.0,1.95,20.85,20.85,30666.24,50593.04,1383731.74,0.194933,0.09,387.2384,490277.17,0.0906,195234.0,3338849.8015,195233.9635,542544.3615,55.32,0.0,313154.4093,125332.4015,244042.4544,1028640.11,0.0,347310.398,93032.3118,229389.9522
119.75,165.16,124492.5,1.95,20.86,20.86,30678.98,50593.04,1384306.38,0.194933,0.09,387.3992,490480.33,0.0906,195315.0,3340215.3567,195315.0408,542769.6706,55.34,0.0,313284.4568,125384.4498,244143.801,1029067.29,0.0,347454.6299,93070.9465,229485.2138
101.45,139.93,105472.5,1.65,17.67,17.67,25992.44,50593.04,1172839.07,0.194933,0.08,328.2199,415554.04,0.0906,165479.0,2837691.0675,165478.6211,459855.9144,46.89,0.0,265426.9724,106230.6609,206848.2764,871866.47,0.0,294377.2933,78853.3839,194428.942
119.8,165.23,124545.0,1.95,20.87,20.87,30691.71,50593.04,1384881.01,0.194933,0.09,387.56,490683.5,0.0906,195396.0,3341580.9118,195396.118,542994.9798,55.37,0.0,313414.5044,125436.4982,244245.1475,1029494.47,0.0,347598.8617,93109.5811,229580.4754
119.85,165.3,124597.5,1.95,20.88,20.88,30704.45,50593.04,1385455.65,0.194933,0.09,387.7209,490887.6,0.0906,195477.0,3342946.4669,195477.1952,543220.2889,55.39,0.0,313544.5519,125488.5465,244346.494,1029921.64,0.0,347743.0936,93148.2158,229675.737
119.9,165.37,124650.0,1.95,20.89,20.89,30717.18,50593.04,1386030.29,0.194933,0.09,387.8817,491090.77,0.0906,195558.0,3344312.0221,195558.2725,543445.598,55.41,0.0,313674.5994,125540.5949,244447.8406,1030348.82,0.0,347887.3255,93186.8505,229770.9986
119.95,165.44,124702.5,1.95,20.89,20.89,30729.92,50593.04,1386604.93,0.194933,0.09,388.0425,491294.87,0.0906,195639.0,3345677.5772,195639.3497,543670.9071,55.43,0.0,313804.6469,125592.6432,244549.1871,1030775.99,0.0,348031.5574,93225.4852,229866.2602
119.99,165.51,124751.5,1.95,20.9,20.9,30742.65,50593.04,1387179.57,0.194933,0.09,388.2033,491498.04,0.0906,195720.0,3347043.1323,195720.4269,543896.2162,55.46,0.0,313934.6944,125644.6915,244650.5336,1031203.17,0.0,348175.7893,93264.1199,229961.5218
120.04,165.58,124804.0,1.95,20.91,20.91,30755.39,50593.04,1387754.21,0.194933,0.09,388.3641,491702.14,0.0906,195802.0,3348408.6875,195801.5041,544121.5254,55.48,0.0,314064.7419,125696.7399,244751.8802,1031630.35,0.0,348320.0212,93302.7545,230056.7834
120.09,165.64,124851.5,1.96,20.92,20.92,30768.13,50593.04,1388328.85,0.194933,0.09,388.5249,491905.31,0.0906,195883.0,3349774.2426,195882.5814,544346.8345,55.5,0.0,314194.7894,125748.7882,244853.2267,1032057.52,0.0,348464.2531,93341.3892,230152.045
120.14,165.71,124904.0,1.96,20.93,20.93,30780.86,50593.04,1388903.49,0.194933,0.09,388.6857,492109.41,0.0906,195964.0,3351139.7977,195963.6586,544572.1436,55.53,0.0,314324.8369,125800.8366,244954.5732,1032484.7,0.0,348608.485,93380.0239,230247.3067
120.19,165.78,124956.5,1.96,20.94,20.94,30793.6,50593.04,1389478.13,0.194933,0.09,388.8466,492312.58,0.0906,196045.0,3352505.3529,196044.7358,544797.4527,55.55,0.0,314454.8844,125852.8849,245055.9198,1032911.87,0.0,348752.7169,93418.6586,230342.5683
120.24,165.85,125009.0,1.96,20.95,20.95,30806.33,50593.04,1390052.77,0.194933,0.09,389.0074,492516.68,0.0906,196126.0,3353870.908,196125.813,545022.7618,55.57,0.0,314584.932,125904.9332,245157.2663,1033339.05,0.0,348896.9488,93457.2933,230437.8299
101.5,140.0,105525.0,1.65,17.68,17.68,26005.18,50593.04,1173413.71,0.194933,0.08,328.3808,415758.14,0.0906,165560.0,2839056.6227,165559.6983,460081.2235,46.91,0.0,265557.0199,106282.7092,206949.6229,872293.65,0.0,294521.5252,78892.0185,194524.2036
120.29,165.92,125061.5,1.96,20.95,20.95,30819.07,50593.04,1390627.41,0.194933,0.09,389.1682,492719.84,0.0906,196207.0,3355236.4631,196206.8903,545248.071,55.6,0.0,314714.9795,125956.9816,245258.6128,1033766.23,0.0,349041.1807,93495.9279,230533.0915
120.34,165.99,125114.0,1.96,20.96,20.96,30831.8,50593.04,1391202.05,0.194933,0.09,389.329,492923.95,0.0906,196288.0,3356602.0183,196287.9675,545473.3801,55.62,0.0,314845.027,126009.0299,245359.9594,1034193.4,0.0,349185.4126,93534.5626,230628.3531
120.39,166.06,125166.5,1.96,20.97,20.97,30844.54,50593.04,1391776.69,0.194933,0.09,389.4898,493127.11,0.0906,196369.0,3357967.5734,196369.0447,545698.6892,55.64,0.0,314975.0745,126061.0782,245461.3059,1034620.58,0.0,349329.6445,93573.1973,230723.6147
120.44,166.12,125214.0,1.96,20.98,20.98,30857.27,50593.04,1392351.33,0.194933,0.09,389.6506,493331.22,0.0906,196450.0,3359333.1285,196450.122,545923.9983,55.66,0.0,315105.122,126113.1266,245562.6524,1035047.76,0.0,349473.8764,93611.832,230818.8763
120.49,166.19,125266.5,1.96,20.99,20.99,30870.01,50593.04,1392925.97,0.194933,0.09,389.8114,493534.38,0.0906,196531.0,3360698.6837,196531.1992,546149.3074,55.69,0.0,315235.1695,126165.1749,245663.999,1035474.93,0.0,349618.1082,93650.4667,230914.1379
120.54,166.26,125319.0,1.96,21.0,21.0,30882.74,50593.04,1393500.61,0.194933,0.09,389.9722,493737.55,0.0906,196612.0,3362064.2388,196612.2764,546374.6166,55.71,0.0,315365.217,126217.2233,245765.3455,1035902.11,0.0,349762.3401,93689.1013,231009.3995
120.59,166.33,125371.5,1.96,21.01,21.01,30895.48,50593.04,1394075.25,0.194933,0.09,390.1331,493941.65,0.0906,196693.0,3363429.7939,196693.3536,546599.9257,55.73,0.0,315495.2645,126269.2716,245866.6921,1036329.28,0.0,349906.572,93727.736,231104.6611
120.64,166.4,125424.0,1.96,21.01,21.01,30908.21,50593.04,1394649.89,0.194933,0.09,390.2939,494144.82,0.0906,196774.0,3364795.3491,196774.4309,546825.2348,55.76,0.0,315625.3121,126321.3199,245968.0386,1036756.46,0.0,350050.8039,93766.3707,231199.9227
120.69,166.47,125476.5,1.96,21.02,21.02,30920.95,50593.04,1395224.52,0.194933,0.09,390.4547,494348.92,0.0906,196856.0,3366160.9042,196855.5081,547050.5439,55.78,0.0,315755.3596,126373.3683,246069.3851,1037183.64,0.0,350195.0358,93805.0054,231295.1843
120.74,166.53,125524.0,1.97,21.03,21.03,30933.68,50593.04,1395799.16,0.194933,0.09,390.6155,494552.09,0.0906,196937.0,3367526.4593,196936.5853,547275.853,55.8,0.0,315885.4071,126425.4166,246170.7317,1037610.81,0.0,350339.2677,93843.6401,231390.446
101.55,140.07,105577.5,1.65,17.69,17.69,26017.91,50593.04,1173988.35,0.194933,0.08,328.5416,415961.31,0.0906,165641.0,2840422.1778,165640.7756,460306.5326,46.93,0.0,265687.0674,106334.7576,207050.9694,872720.83,0.0,294665.7571,78930.6532,194619.4652
120.79,166.6,125576.5,1.97,21.04,21.04,30946.42,50593.04,1396373.8,0.194933,0.09,390.7763,494756.19,0.0906,197018.0,3368892.0145,197017.6626,547501.1622,55.83,0.0,316015.4546,126477.465,246272.0782,1038037.99,0.0,350483.4996,93882.2748,231485.7076
120.84,166.67,125629.0,1.97,21.05,21.05,30959.15,50593.04,1396948.44,0.194933,0.09,390.9371,494959.36,0.0906,197099.0,3370257.5696,197098.7398,547726.4713,55.85,0.0,316145.5021,126529.5133,246373.4247,1038465.16,0.0,350627.7315,93920.9094,231580.9692
120.89,166.74,125681.5,1.97,21.06,21.06,30971.89,50593.04,1397523.08,0.194933,0.09,391.0979,495163.46,0.0906,197180.0,3371623.1247,197179.817,547951.7804,55.87,0.0,316275.5496,126581.5616,246474.7713,1038892.34,0.0,350771.9634,93959.5441,231676.2308
120.94,166.81,125734.0,1.97,21.07,21.07,30984.62,50593.04,1398097.72,0.194933,0.09,391.2588,495366.63,0.0906,197261.0,3372988.6799,197260.8942,548177.0895,55.89,0.0,316405.5971,126633.61,246576.1178,1039319.52,0.0,350916.1953,93998.1788,231771.4924
120.99,166.88,125786.5,1.97,21.08,21.08,30997.36,50593.04,1398672.36,0.194933,0.09,391.4196,495570.73,0.0906,197342.0,3374354.235,197341.9715,548402.3986,55.92,0.0,316535.6446,126685.6583,246677.4643,1039746.69,0.0,351060.4272,94036.8135,231866.754
121.04,166.95,125839.0,1.97,21.08,21.08,31010.09,50593.04,1399247.0,0.194933,0.09,391.5804,495773.89,0.0906,197423.0,3375719.7901,197423.0487,548627.7078,55.94,0.0,316665.6922,126737.7067,246778.8109,1040173.87,0.0,351204.6591,94075.4482,231962.0156
121.09,167.01,125886.5,1.97,21.09,21.09,31022.83,50593.04,1399821.64,0.194933,0.09,391.7412,495978.0,0.0906,197504.0,3377085.3453,197504.1259,548853.0169,55.96,0.0,316795.7397,126789.755,246880.1574,1040601.05,0.0,351348.891,94114.0828,232057.2772
121.14,167.08,125939.0,1.97,21.1,21.1,31035.56,50593.04,1400396.28,0.194933,0.09,391.902,496181.16,0.0906,197585.0,3378450.9004,197585.2031,549078.326,55.99,0.0,316925.7872,126841.8033,246981.5039,1041028.22,0.0,351493.1229,94152.7175,232152.5388
121.19,167.15,125991.5,1.97,21.11,21.11,31048.3,50593.04,1400970.92,0.194933,0.09,392.0628,496385.27,0.0906,197666.0,3379816.4555,197666.2804,549303.6351,56.01,0.0,317055.8347,126893.8517,247082.8505,1041455.4,0.0,351637.3547,94191.3522,232247.8004
121.24,167.22,126044.0,1.97,21.12,21.12,31061.03,50593.04,1401545.56,0.194933,0.09,392.2236,496588.43,0.0906,197747.0,3381182.0107,197747.3576,549528.9442,56.03,0.0,317185.8822,126945.9,247184.197,1041882.57,0.0,351781.5866,94229.9869,232343.062
101.6,140.14,105630.0,1.65,17.7,17.7,26030.65,50593.04,1174562.99,0.194933,0.08,328.7024,416165.41,0.0906,165722.0,2841787.7329,165721.8528,460531.8417,46.96,0.0,265817.1149,106386.8059,207152.316,873148.0,0.0,294809.989,78969.2879,194714.7269
121.29,167.29,126096.5,1.97,21.13,21.13,31073.77,50593.04,1402120.2,0.194933,0.09,392.3844,496791.6,0.0906,197828.0,3382547.5658,197828.4348,549754.2534,56.06,0.0,317315.9297,126997.9484,247285.5435,1042309.75,0.0,351925.8185,94268.6216,232438.3236
121.34,167.36,126149.0,1.98,21.14,21.14,31086.5,50593.04,1402694.84,0.194933,0.09,392.5453,496995.7,0.0906,197910.0,3383913.1209,197909.5121,549979.5625,56.08,0.0,317445.9772,127049.9967,247386.8901,1042736.93,0.0,352070.0504,94307.2562,232533.5852
121.39,167.43,126201.5,1.98,21.14,21.14,31099.24,50593.04,1403269.48,0.194933,0.09,392.7061,497198.87,0.0906,197991.0,3385278.6761,197990.5893,550204.8716,56.1,0.0,317576.0247,127102.045,247488.2366,1043164.1,0.0,352214.2823,94345.8909,232628.8469
121.44,167.49,126249.0,1.98,21.15,21.15,31111.97,50593.04,1403844.12,0.194933,0.09,392.8669,497402.97,0.0906,198072.0,3386644.2312,198071.6665,550430.1807,56.12,0.0,317706.0723,127154.0934,247589.5831,1043591.28,0.0,352358.5142,94384.5256,232724.1085
121.49,167.56,126301.5,1.98,21.16,21.16,31124.71,50593.04,1404418.76,0.194933,0.09,393.0277,497606.14,0.0906,198153.0,3388009.7863,198152.7437,550655.4898,56.15,0.0,317836.1198,127206.1417,247690.9297,1044018.45,0.0,352502.7461,94423.1603,232819.3701
121.54,167.63,126354.0,1.98,21.17,21.17,31137.44,50593.04,1404993.39,0.194933,0.09,393.1885,497810.24,0.0906,198234.0,3389375.3415,198233.821,550880.799,56.17,0.0,317966.1673,127258.1901,247792.2762,1044445.63,0.0,352646.978,94461.795,232914.6317
121.59,167.7,126406.5,1.98,21.18,21.18,31150.18,50593.04,1405568.03,0.194933,0.09,393.3493,498013.41,0.0906,198315.0,3390740.8966,198314.8982,551106.1081,56.19,0.0,318096.2148,127310.2384,247893.6227,1044872.81,0.0,352791.2099,94500.4296,233009.8933
121.64,167.77,126459.0,1.98,21.19,21.19,31162.91,50593.04,1406142.67,0.194933,0.09,393.5101,498217.51,0.0906,198396.0,3392106.4517,198395.9754,551331.4172,56.22,0.0,318226.2623,127362.2867,247994.9693,1045299.98,0.0,352935.4418,94539.0643,233105.1549
121.68,167.84,126508.0,1.98,21.2,21.2,31175.65,50593.04,1406717.31,0.194933,0.09,393.671,498420.68,0.0906,198477.0,3393472.0069,198477.0526,551556.7263,56.24,0.0,318356.3098,127414.3351,248096.3158,1045727.16,0.0,353079.6737,94577.699,233200.4165
121.73,167.91,126560.5,1.98,21.21,21.21,31188.39,50593.04,1407291.95,0.194933,0.09,393.8318,498624.78,0.0906,198558.0,3394837.562,198558.1299,551782.0354,56.26,0.0,318486.3573,127466.3834,248197.6623,1046154.33,0.0,353223.9056,94616.3337,233295.6781
101.65,140.21,105682.5,1.65,17.71,17.71,26043.38,50593.04,1175137.62,0.194933,0.08,328.8632,416368.58,0.0906,165803.0,2843153.2881,165802.93,460757.1509,46.98,0.0,265947.1624,106438.8543,207253.6625,873575.18,0.0,294954.2209,79007.9226,194809.9885
121.78,167.97,126608.0,1.98,21.21,21.21,31201.12,50593.04,1407866.59,0.194933,0.09,393.9926,498827.95,0.0906,198639.0,3396203.1171,198639.2071,552007.3446,56.28,0.0,318616.4048,127518.4318,248299.0089,1046581.51,0.0,353368.1375,94654.9684,233390.9397
121.83,168.04,126660.5,1.98,21.22,21.22,31213.86,50593.04,1408441.23,0.194933,0.09,394.1534,499032.05,0.0906,198720.0,3397568.6723,198720.2843,552232.6537,56.31,0.0,318746.4524,127570.4801,248400.3554,1047008.69,0.0,353512.3694,94693.6031,233486.2013
121.88,168.11,126713.0,1.98,21.23,21.23,31226.59,50593.04,1409015.87,0.194933,0.09,394.3142,499235.21,0.0906,198801.0,3398934.2274,198801.3616,552457.9628,56.33,0.0,318876.4999,127622.5284,248501.7019,1047435.86,0.0,353656.6012,94732.2377,233581.4629
